order_id,order_date,customer_id,region,category,product,quantity,unit_price,unit_cost,discount_pct,revenue,cost,profit,profit_margin
ORD-00411,2025-09-11,CUST-0020,South,Home,Throw Blanket,2,44.99,20.0,0.0,89.98,40.0,49.98,0.5555
ORD-00645,2025-09-12,CUST-0144,Northeast,Electronics,Smart Watch,1,129.99,78.0,0.0,129.99,78.0,51.99,0.4
ORD-00329,2025-09-12,CUST-0033,Northeast,Electronics,Bluetooth Speaker,1,59.99,31.0,0.05,56.99,31.0,25.99,0.456
ORD-00020,2025-09-12,CUST-0211,West,Electronics,Bluetooth Speaker,4,59.99,31.0,0.15,203.97,124.0,79.97,0.3921
ORD-00394,2025-09-12,CUST-0027,South,Electronics,Wireless Headphones,3,79.99,42.0,0.0,239.97,126.0,113.97,0.4749
ORD-00637,2025-09-12,CUST-0160,South,Electronics,Portable Charger,2,39.99,18.0,0.05,75.98,36.0,39.98,0.5262
ORD-00564,2025-09-12,CUST-0114,Northeast,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00040,2025-09-13,CUST-0173,West,Home,Scented Candle,1,19.99,7.5,0.15,16.99,7.5,9.49,0.5586
ORD-00566,2025-09-13,CUST-0107,Northeast,Home,Throw Blanket,2,44.99,20.0,0.15,76.48,40.0,36.48,0.477
ORD-00158,2025-09-14,CUST-0196,South,Beauty,Skincare Set,1,54.99,22.0,0.05,52.24,22.0,30.24,0.5789
ORD-00412,2025-09-15,CUST-0181,South,Fitness,Yoga Mat,1,34.99,14.0,0.0,34.99,14.0,20.99,0.5999
ORD-00208,2025-09-15,CUST-0017,South,Electronics,Wireless Headphones,4,79.99,42.0,0.0,319.96,168.0,151.96,0.4749
ORD-00120,2025-09-15,CUST-0213,Midwest,Home,Storage Basket,3,24.99,10.0,0.05,71.22,30.0,41.22,0.5788
ORD-00467,2025-09-16,CUST-0035,West,Electronics,Wireless Headphones,3,79.99,42.0,0.05,227.97,126.0,101.97,0.4473
ORD-00092,2025-09-16,CUST-0069,Northeast,Home,Throw Blanket,5,44.99,20.0,0.05,213.7,100.0,113.7,0.5321
ORD-00318,2025-09-16,CUST-0066,Northeast,Beauty,Makeup Organizer,2,24.99,9.0,0.1,44.98,18.0,26.98,0.5998
ORD-00365,2025-09-16,CUST-0015,South,Beauty,Skincare Set,3,54.99,22.0,0.05,156.72,66.0,90.72,0.5789
ORD-00065,2025-09-17,CUST-0091,Northeast,Beauty,Skincare Set,1,54.99,22.0,0.1,49.49,22.0,27.49,0.5555
ORD-00308,2025-09-18,CUST-0098,South,Home,Throw Blanket,3,44.99,20.0,0.15,114.72,60.0,54.72,0.477
ORD-00096,2025-09-18,CUST-0059,West,Home,Scented Candle,2,19.99,7.5,0.1,35.98,15.0,20.98,0.5831
ORD-00460,2025-09-18,CUST-0131,Midwest,Home,Scented Candle,2,19.99,7.5,0.0,39.98,15.0,24.98,0.6248
ORD-00433,2025-09-21,CUST-0095,Northeast,Electronics,Portable Charger,1,39.99,18.0,0.05,37.99,18.0,19.99,0.5262
ORD-00368,2025-09-21,CUST-0211,South,Beauty,Body Care Set,1,29.99,11.0,0.1,26.99,11.0,15.99,0.5925
ORD-00300,2025-09-22,CUST-0098,West,Fitness,Resistance Bands,4,24.99,8.0,0.0,99.96,32.0,67.96,0.6799
ORD-00078,2025-09-23,CUST-0049,West,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00049,2025-09-23,CUST-0057,South,Electronics,Smart Watch,1,129.99,78.0,0.0,129.99,78.0,51.99,0.4
ORD-00013,2025-09-24,CUST-0030,South,Beauty,Skincare Set,2,54.99,22.0,0.0,109.98,44.0,65.98,0.5999
ORD-00391,2025-09-24,CUST-0030,,Electronics,Portable Charger,1,39.99,18.0,0.05,37.99,18.0,19.99,0.5262
ORD-00186,2025-09-26,CUST-0053,South,Electronics,Portable Charger,1,39.99,18.0,0.1,35.99,18.0,17.99,0.4999
ORD-00565,2025-09-26,,South,Beauty,Skincare Set,1,54.99,22.0,0.0,54.99,22.0,32.99,0.5999
ORD-00004,2025-09-27,CUST-0112,Northeast,Fitness,Yoga Mat,1,34.99,14.0,0.15,29.74,14.0,15.74,0.5293
ORD-00598,2025-09-27,CUST-0156,South,Electronics,Portable Charger,4,39.99,18.0,0.15,135.97,72.0,63.97,0.4705
ORD-00612,2025-09-27,CUST-0019,West,Electronics,Portable Charger,1,39.99,18.0,0.05,37.99,18.0,19.99,0.5262
ORD-00492,2025-09-27,CUST-0135,South,Home,Storage Basket,2,24.99,10.0,0.0,49.98,20.0,29.98,0.5998
ORD-00054,2025-09-28,CUST-0061,West,Fitness,Resistance Bands,2,24.99,8.0,0.05,47.48,16.0,31.48,0.663
ORD-00466,2025-09-29,CUST-0102,South,Electronics,Portable Charger,2,39.99,18.0,0.1,71.98,36.0,35.98,0.4999
ORD-00122,2025-09-30,CUST-0076,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00081,2025-09-30,CUST-0127,West,Fitness,Resistance Bands,2,24.99,8.0,0.15,42.48,16.0,26.48,0.6234
ORD-00326,2025-09-30,CUST-0120,Northeast,Home,Storage Basket,1,24.99,10.0,0.2,19.99,10.0,9.99,0.4998
ORD-00439,2025-10-01,CUST-0042,Northeast,Electronics,Smart Watch,2,129.99,78.0,0.2,207.98,156.0,51.98,0.2499
ORD-00501,2025-10-02,CUST-0194,West,Fitness,Foam Roller,1,29.99,12.0,0.1,26.99,12.0,14.99,0.5554
ORD-00609,2025-10-02,CUST-0031,South,Home,Storage Basket,2,24.99,10.0,0.05,47.48,20.0,27.48,0.5788
ORD-00383,2025-10-02,CUST-0017,South,Home,Throw Blanket,2,44.99,20.0,0.0,89.98,40.0,49.98,0.5555
ORD-00189,2025-10-04,CUST-0067,Northeast,Beauty,Skincare Set,1,54.99,22.0,0.0,54.99,22.0,32.99,0.5999
ORD-00238,2025-10-04,CUST-0127,South,Beauty,Makeup Organizer,1,24.99,9.0,0.0,24.99,9.0,15.99,0.6399
ORD-00567,2025-10-04,CUST-0029,West,Electronics,Smart Watch,1,129.99,78.0,0.1,116.99,78.0,38.99,0.3333
ORD-00043,2025-10-04,CUST-0159,West,Beauty,Hair Tool,1,69.99,31.0,0.0,69.99,31.0,38.99,0.5571
ORD-00021,2025-10-04,CUST-0037,Northeast,Beauty,Makeup Organizer,3,24.99,9.0,0.05,71.22,27.0,44.22,0.6209
ORD-00345,2025-10-05,CUST-0003,Northeast,Beauty,Hair Tool,1,69.99,31.0,0.05,66.49,31.0,35.49,0.5338
ORD-00106,2025-10-05,CUST-0083,West,Home,Desk Lamp,1,34.99,16.0,0.1,31.49,16.0,15.49,0.4919
ORD-00105,2025-10-06,CUST-0048,Northeast,Beauty,Skincare Set,1,54.99,22.0,0.0,54.99,22.0,32.99,0.5999
ORD-00641,2025-10-06,CUST-0003,West,Home,Scented Candle,2,19.99,7.5,0.15,33.98,15.0,18.98,0.5586
ORD-00256,2025-10-06,CUST-0023,South,Electronics,Bluetooth Speaker,2,59.99,31.0,0.15,101.98,62.0,39.98,0.3921
ORD-00055,2025-10-07,CUST-0016,South,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00064,2025-10-07,CUST-0060,West,Electronics,Wireless Headphones,3,79.99,42.0,0.0,239.97,126.0,113.97,0.4749
ORD-00604,2025-10-08,CUST-0073,Northeast,Electronics,Wireless Headphones,2,79.99,42.0,0.1,143.98,84.0,59.98,0.4166
ORD-00606,2025-10-08,CUST-0055,Midwest,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00518,2025-10-08,CUST-0005,Northeast,Fitness,Resistance Bands,3,24.99,8.0,0.05,71.22,24.0,47.22,0.663
ORD-00215,2025-10-08,CUST-0043,South,Fitness,Water Bottle,2,19.99,6.5,0.15,33.98,13.0,20.98,0.6175
ORD-00007,2025-10-08,CUST-0200,Northeast,Beauty,Body Care Set,2,29.99,11.0,0.05,56.98,22.0,34.98,0.6139
ORD-00008,2025-10-08,CUST-0006,West,Home,Desk Lamp,1,34.99,16.0,0.1,31.49,16.0,15.49,0.4919
ORD-00159,2025-10-09,CUST-0141,Northeast,Electronics,Bluetooth Speaker,1,59.99,31.0,0.05,56.99,31.0,25.99,0.456
ORD-00617,2025-10-09,CUST-0022,Midwest,Fitness,Foam Roller,1,29.99,12.0,0.05,28.49,12.0,16.49,0.5788
ORD-00139,2025-10-10,CUST-0146,Northeast,Fitness,Yoga Mat,3,34.99,14.0,0.0,104.97,42.0,62.97,0.5999
ORD-00301,2025-10-10,CUST-0013,South,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00418,2025-10-12,CUST-0129,Midwest,Electronics,Bluetooth Speaker,4,59.99,31.0,0.05,227.96,124.0,103.96,0.456
ORD-00621,2025-10-13,CUST-0031,Midwest,Fitness,Water Bottle,1,19.99,6.5,0.1,17.99,6.5,11.49,0.6387
ORD-00185,2025-10-13,CUST-0054,Midwest,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00180,2025-10-13,CUST-0136,South,Beauty,Makeup Organizer,1,24.99,9.0,0.05,23.74,9.0,14.74,0.6209
ORD-00118,2025-10-14,CUST-0014,West,Electronics,Portable Charger,1,39.99,18.0,0.05,37.99,18.0,19.99,0.5262
ORD-00387,2025-10-14,CUST-0141,West,Electronics,Wireless Headphones,4,79.99,42.0,0.0,319.96,168.0,151.96,0.4749
ORD-00031,2025-10-14,CUST-0051,Northeast,Home,Desk Lamp,3,34.99,16.0,0.1,94.47,48.0,46.47,0.4919
ORD-00443,2025-10-15,CUST-0020,Midwest,Home,Desk Lamp,2,34.99,16.0,0.0,69.98,32.0,37.98,0.5427
ORD-00495,2025-10-15,CUST-0007,South,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00053,2025-10-16,CUST-0026,West,Home,Throw Blanket,4,44.99,20.0,0.05,170.96,80.0,90.96,0.5321
ORD-00056,2025-10-16,CUST-0070,Northeast,Fitness,Water Bottle,2,19.99,6.5,0.0,39.98,13.0,26.98,0.6748
ORD-00160,2025-10-16,CUST-0166,West,Electronics,Smart Watch,4,129.99,78.0,0.05,493.96,312.0,181.96,0.3684
ORD-00380,2025-10-16,CUST-0060,West,Beauty,Hair Tool,1,69.99,31.0,0.0,69.99,31.0,38.99,0.5571
ORD-00201,2025-10-17,CUST-0063,South,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00602,2025-10-17,CUST-0024,West,Home,Desk Lamp,2,34.99,16.0,0.0,69.98,32.0,37.98,0.5427
ORD-00616,2025-10-17,CUST-0117,Northeast,Home,Throw Blanket,2,44.99,20.0,0.0,89.98,40.0,49.98,0.5555
ORD-00549,2025-10-17,CUST-0037,South,Fitness,Foam Roller,1,29.99,12.0,0.0,29.99,12.0,17.99,0.5999
ORD-00080,2025-10-17,CUST-0019,West,Fitness,Resistance Bands,5,24.99,8.0,0.15,106.21,40.0,66.21,0.6234
ORD-00331,2025-10-18,CUST-0099,West,Fitness,Water Bottle,2,19.99,6.5,0.2,31.98,13.0,18.98,0.5935
ORD-00597,2025-10-18,CUST-0202,Northeast,Home,Throw Blanket,1,44.99,20.0,0.0,44.99,20.0,24.99,0.5555
ORD-00087,2025-10-18,CUST-0199,West,Beauty,Makeup Organizer,3,24.99,9.0,0.05,71.22,27.0,44.22,0.6209
ORD-00459,2025-10-18,CUST-0167,Northeast,Electronics,Smart Watch,2,129.99,78.0,0.1,233.98,156.0,77.98,0.3333
ORD-00638,2025-10-18,CUST-0037,West,Fitness,Resistance Bands,1,24.99,8.0,0.05,23.74,8.0,15.74,0.663
ORD-00491,2025-10-19,CUST-0175,West,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00529,2025-10-20,CUST-0209,Northeast,Home,Desk Lamp,4,34.99,16.0,0.1,125.96,64.0,61.96,0.4919
ORD-00453,2025-10-20,CUST-0108,West,Fitness,Resistance Bands,1,24.99,8.0,0.1,22.49,8.0,14.49,0.6443
ORD-00338,2025-10-20,CUST-0159,Northeast,Beauty,Makeup Organizer,1,24.99,9.0,0.05,23.74,9.0,14.74,0.6209
ORD-00117,2025-10-20,CUST-0218,Midwest,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00403,2025-10-22,CUST-0004,South,Beauty,Skincare Set,1,54.99,22.0,0.0,54.99,22.0,32.99,0.5999
ORD-00001,2025-10-24,CUST-0215,South,Beauty,Skincare Set,1,54.99,22.0,0.05,52.24,22.0,30.24,0.5789
ORD-00371,2025-10-24,CUST-0128,South,Electronics,Bluetooth Speaker,3,59.99,31.0,0.1,161.97,93.0,68.97,0.4258
ORD-00367,2025-10-24,CUST-0093,South,Electronics,Wireless Headphones,3,79.99,42.0,0.1,215.97,126.0,89.97,0.4166
ORD-00357,2025-10-27,CUST-0038,South,Fitness,Foam Roller,1,29.99,12.0,0.0,29.99,12.0,17.99,0.5999
ORD-00025,2025-10-27,CUST-0108,Northeast,Home,Desk Lamp,1,34.99,16.0,0.0,34.99,16.0,18.99,0.5427
ORD-00299,2025-10-27,CUST-0182,West,Electronics,Wireless Headphones,1,79.99,42.0,0.15,67.99,42.0,25.99,0.3823
ORD-00432,2025-10-29,CUST-0005,Northeast,Fitness,Foam Roller,2,29.99,12.0,0.1,53.98,24.0,29.98,0.5554
ORD-00216,2025-10-29,CUST-0063,South,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00574,2025-10-30,CUST-0109,Midwest,Home,Scented Candle,3,19.99,7.5,0.15,50.97,22.5,28.47,0.5586
ORD-00532,2025-10-30,CUST-0022,South,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00639,2025-10-30,CUST-0090,South,Fitness,Water Bottle,3,19.99,6.5,0.0,59.97,19.5,40.47,0.6748
ORD-00446,2025-10-31,CUST-0175,South,Home,Throw Blanket,1,44.99,20.0,0.05,42.74,20.0,22.74,0.5321
ORD-00236,2025-11-01,CUST-0140,Midwest,Beauty,Skincare Set,3,54.99,22.0,0.05,156.72,66.0,90.72,0.5789
ORD-00506,2025-11-02,CUST-0043,South,Beauty,Hair Tool,1,69.99,31.0,0.0,69.99,31.0,38.99,0.5571
ORD-00390,2025-11-03,CUST-0043,South,Beauty,Hair Tool,1,69.99,31.0,0.1,62.99,31.0,31.99,0.5079
ORD-00646,2025-11-04,CUST-0122,Midwest,Fitness,Foam Roller,2,29.99,12.0,0.05,56.98,24.0,32.98,0.5788
ORD-00305,2025-11-04,CUST-0155,Northeast,Fitness,Yoga Mat,3,34.99,14.0,0.2,83.98,42.0,41.98,0.4999
ORD-00430,2025-11-04,CUST-0087,South,Home,Scented Candle,2,19.99,7.5,0.15,33.98,15.0,18.98,0.5586
ORD-00279,2025-11-04,CUST-0113,Northeast,Electronics,Portable Charger,4,39.99,18.0,0.2,127.97,72.0,55.97,0.4374
ORD-00042,2025-11-05,CUST-0008,South,Beauty,Skincare Set,3,54.99,22.0,0.1,148.47,66.0,82.47,0.5555
ORD-00045,2025-11-06,CUST-0180,South,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00572,2025-11-07,CUST-0200,Northeast,Beauty,Makeup Organizer,3,24.99,9.0,0.0,74.97,27.0,47.97,0.6399
ORD-00640,2025-11-07,CUST-0042,South,Home,Desk Lamp,3,34.99,16.0,0.2,83.98,48.0,35.98,0.4284
ORD-00642,2025-11-08,CUST-0064,South,Home,Desk Lamp,2,34.99,16.0,0.05,66.48,32.0,34.48,0.5187
ORD-00262,2025-11-08,CUST-0016,Northeast,Fitness,Water Bottle,1,19.99,6.5,0.05,18.99,6.5,12.49,0.6577
ORD-00242,2025-11-08,CUST-0051,Northeast,Beauty,Body Care Set,1,29.99,11.0,0.05,28.49,11.0,17.49,0.6139
ORD-00607,2025-11-09,CUST-0157,South,Fitness,Yoga Mat,2,34.99,14.0,0.1,62.98,28.0,34.98,0.5554
ORD-00346,2025-11-09,CUST-0065,South,Electronics,Portable Charger,1,39.99,18.0,0.0,39.99,18.0,21.99,0.5499
ORD-00520,2025-11-09,CUST-0046,Northeast,Home,Storage Basket,2,24.99,10.0,0.0,49.98,20.0,29.98,0.5998
ORD-00151,2025-11-09,CUST-0122,Midwest,Beauty,Skincare Set,1,54.99,22.0,0.1,49.49,22.0,27.49,0.5555
ORD-00194,2025-11-10,CUST-0148,South,Electronics,Bluetooth Speaker,2,59.99,31.0,0.1,107.98,62.0,45.98,0.4258
ORD-00521,2025-11-10,CUST-0122,South,Home,Storage Basket,1,24.99,10.0,0.1,22.49,10.0,12.49,0.5554
ORD-00214,2025-11-10,CUST-0005,Midwest,Fitness,Foam Roller,3,29.99,12.0,0.0,89.97,36.0,53.97,0.5999
ORD-00627,2025-11-11,CUST-0035,Midwest,Electronics,Smart Watch,1,129.99,78.0,0.0,129.99,78.0,51.99,0.4
ORD-00083,2025-11-11,CUST-0106,West,Electronics,Smart Watch,3,129.99,78.0,0.0,389.97,234.0,155.97,0.4
ORD-00168,2025-11-12,CUST-0010,South,Home,Desk Lamp,1,34.99,16.0,0.1,31.49,16.0,15.49,0.4919
ORD-00441,2025-11-13,CUST-0011,Midwest,Fitness,Foam Roller,1,29.99,12.0,0.1,26.99,12.0,14.99,0.5554
ORD-00575,2025-11-13,CUST-0168,Northeast,Home,Throw Blanket,2,44.99,20.0,0.0,89.98,40.0,49.98,0.5555
ORD-00073,2025-11-14,CUST-0115,South,Fitness,Yoga Mat,3,34.99,14.0,0.2,83.98,42.0,41.98,0.4999
ORD-00019,2025-11-14,CUST-0053,Midwest,Fitness,Resistance Bands,2,24.99,8.0,0.05,47.48,16.0,31.48,0.663
ORD-00343,2025-11-14,CUST-0088,Northeast,Beauty,Makeup Organizer,2,24.99,9.0,0.05,47.48,18.0,29.48,0.6209
ORD-00397,2025-11-15,CUST-0187,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00241,2025-11-15,CUST-0199,Midwest,Electronics,Wireless Headphones,1,79.99,42.0,0.0,79.99,42.0,37.99,0.4749
ORD-00502,2025-11-15,CUST-0209,South,Fitness,Foam Roller,2,29.99,12.0,0.05,56.98,24.0,32.98,0.5788
ORD-00632,2025-11-15,CUST-0164,South,Home,Desk Lamp,2,34.99,16.0,0.05,66.48,32.0,34.48,0.5187
ORD-00508,2025-11-15,CUST-0117,South,Electronics,Wireless Headphones,3,79.99,42.0,0.05,227.97,126.0,101.97,0.4473
ORD-00325,2025-11-17,CUST-0015,West,Beauty,Body Care Set,2,29.99,11.0,0.1,53.98,22.0,31.98,0.5925
ORD-00540,2025-11-17,CUST-0027,Midwest,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00246,2025-11-18,CUST-0030,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.2,47.99,31.0,16.99,0.3541
ORD-00428,2025-11-18,CUST-0085,West,Beauty,Hair Tool,3,69.99,31.0,0.0,209.97,93.0,116.97,0.5571
ORD-00327,2025-11-18,CUST-0008,West,Fitness,Foam Roller,1,29.99,12.0,0.1,26.99,12.0,14.99,0.5554
ORD-00280,2025-11-19,CUST-0036,South,Home,Throw Blanket,1,44.99,20.0,0.0,44.99,20.0,24.99,0.5555
ORD-00167,2025-11-20,CUST-0004,Midwest,Fitness,Foam Roller,1,29.99,12.0,0.1,26.99,12.0,14.99,0.5554
ORD-00512,2025-11-20,CUST-0034,Midwest,Fitness,Foam Roller,1,29.99,12.0,0.0,29.99,12.0,17.99,0.5999
ORD-00003,2025-11-21,CUST-0139,Midwest,Home,Storage Basket,1,24.99,10.0,0.1,22.49,10.0,12.49,0.5554
ORD-00298,2025-11-22,CUST-0144,Northeast,Home,Throw Blanket,3,44.99,20.0,0.1,121.47,60.0,61.47,0.5061
ORD-00579,2025-11-22,CUST-0032,Northeast,Beauty,Skincare Set,4,54.99,22.0,0.0,219.96,88.0,131.96,0.5999
ORD-00295,2025-11-22,CUST-0066,South,Beauty,Makeup Organizer,1,24.99,9.0,0.15,21.24,9.0,12.24,0.5763
ORD-00291,2025-11-23,CUST-0108,Northeast,Electronics,Smart Watch,2,129.99,78.0,0.1,233.98,156.0,77.98,0.3333
ORD-00426,2025-11-24,CUST-0016,Midwest,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00198,2025-11-24,CUST-0014,Northeast,Electronics,Bluetooth Speaker,4,59.99,31.0,0.0,239.96,124.0,115.96,0.4832
ORD-00116,2025-11-24,CUST-0144,West,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00543,2025-11-25,CUST-0020,South,Fitness,Yoga Mat,1,34.99,14.0,0.0,34.99,14.0,20.99,0.5999
ORD-00252,2025-11-26,CUST-0160,South,Home,Scented Candle,2,19.99,7.5,0.2,31.98,15.0,16.98,0.531
ORD-00406,2025-11-26,CUST-0010,South,Beauty,Skincare Set,4,54.99,22.0,0.0,219.96,88.0,131.96,0.5999
ORD-00434,2025-11-26,CUST-0055,South,Home,Throw Blanket,2,44.99,20.0,0.1,80.98,40.0,40.98,0.5061
ORD-00563,2025-11-26,CUST-0114,Northeast,Electronics,Smart Watch,4,129.99,78.0,0.0,519.96,312.0,207.96,0.4
ORD-00014,2025-11-26,CUST-0020,Midwest,Fitness,Water Bottle,3,19.99,6.5,0.0,59.97,19.5,40.47,0.6748
ORD-00257,2025-11-27,CUST-0138,South,Electronics,Wireless Headphones,3,79.99,42.0,0.2,191.98,126.0,65.98,0.3437
ORD-00452,2025-11-27,CUST-0074,West,Fitness,Water Bottle,4,19.99,6.5,0.0,79.96,26.0,53.96,0.6748
ORD-00358,2025-11-27,CUST-0026,West,Electronics,Smart Watch,5,129.99,78.0,0.0,649.95,390.0,259.95,0.4
ORD-00334,2025-11-27,CUST-0173,South,Beauty,Skincare Set,1,54.99,22.0,0.0,54.99,22.0,32.99,0.5999
ORD-00408,2025-11-28,CUST-0044,South,Electronics,Wireless Headphones,2,79.99,42.0,0.0,159.98,84.0,75.98,0.4749
ORD-00630,2025-11-29,CUST-0047,South,Beauty,Hair Tool,3,69.99,31.0,0.0,209.97,93.0,116.97,0.5571
ORD-00046,2025-11-30,CUST-0079,Northeast,Beauty,Body Care Set,1,29.99,11.0,0.15,25.49,11.0,14.49,0.5685
ORD-00182,2025-12-01,CUST-0034,South,Fitness,Water Bottle,2,19.99,6.5,0.0,39.98,13.0,26.98,0.6748
ORD-00613,2025-12-01,CUST-0143,West,Electronics,Smart Watch,1,129.99,78.0,0.1,116.99,78.0,38.99,0.3333
ORD-00382,2025-12-01,CUST-0184,West,Fitness,Resistance Bands,3,24.99,8.0,0.1,67.47,24.0,43.47,0.6443
ORD-00463,2025-12-01,CUST-0171,Northeast,Beauty,Makeup Organizer,2,24.99,9.0,0.1,44.98,18.0,26.98,0.5998
ORD-00342,2025-12-02,CUST-0196,West,Home,Throw Blanket,3,44.99,20.0,0.0,134.97,60.0,74.97,0.5555
ORD-00170,2025-12-02,CUST-0179,West,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00152,2025-12-02,CUST-0034,South,Electronics,Smart Watch,1,129.99,78.0,0.0,129.99,78.0,51.99,0.4
ORD-00226,2025-12-02,CUST-0192,South,Home,Throw Blanket,4,44.99,20.0,0.0,179.96,80.0,99.96,0.5555
ORD-00631,2025-12-03,CUST-0075,South,Electronics,Bluetooth Speaker,3,59.99,31.0,0.15,152.97,93.0,59.97,0.3921
ORD-00527,2025-12-04,CUST-0018,South,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00554,2025-12-05,CUST-0030,South,Home,Scented Candle,1,19.99,7.5,0.1,17.99,7.5,10.49,0.5831
ORD-00181,2025-12-05,CUST-0049,Northeast,Electronics,Smart Watch,3,129.99,78.0,0.05,370.47,234.0,136.47,0.3684
ORD-00377,2025-12-05,CUST-0188,Midwest,Home,Desk Lamp,5,34.99,16.0,0.05,166.2,80.0,86.2,0.5187
ORD-00224,2025-12-05,CUST-0130,Midwest,Fitness,Water Bottle,1,19.99,6.5,0.0,19.99,6.5,13.49,0.6748
ORD-00591,2025-12-06,CUST-0173,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00296,2025-12-06,CUST-0075,Midwest,Fitness,Yoga Mat,4,34.99,14.0,0.0,139.96,56.0,83.96,0.5999
ORD-00132,2025-12-06,CUST-0188,Midwest,Electronics,Portable Charger,3,39.99,18.0,0.2,95.98,54.0,41.98,0.4374
ORD-00402,2025-12-06,CUST-0012,South,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00410,2025-12-07,CUST-0080,Midwest,Fitness,Resistance Bands,2,24.99,8.0,0.0,49.98,16.0,33.98,0.6799
ORD-00174,2025-12-07,CUST-0106,Midwest,Beauty,Hair Tool,1,69.99,31.0,0.0,69.99,31.0,38.99,0.5571
ORD-00577,2025-12-08,CUST-0071,Midwest,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00179,2025-12-08,CUST-0107,West,Fitness,Yoga Mat,2,34.99,14.0,0.0,69.98,28.0,41.98,0.5999
ORD-00340,2025-12-09,CUST-0032,South,Fitness,Water Bottle,1,19.99,6.5,0.0,19.99,6.5,13.49,0.6748
ORD-00321,2025-12-09,CUST-0014,Midwest,Home,Scented Candle,2,19.99,7.5,0.1,35.98,15.0,20.98,0.5831
ORD-00110,2025-12-09,CUST-0173,West,Electronics,Bluetooth Speaker,3,59.99,31.0,0.15,152.97,93.0,59.97,0.3921
ORD-00191,2025-12-09,CUST-0064,Northeast,Beauty,Makeup Organizer,1,24.99,9.0,0.0,24.99,9.0,15.99,0.6399
ORD-00202,2025-12-09,CUST-0041,Midwest,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00104,2025-12-10,CUST-0037,Northeast,Home,Storage Basket,1,24.99,10.0,0.05,23.74,10.0,13.74,0.5788
ORD-00162,2025-12-10,CUST-0169,Midwest,Fitness,Yoga Mat,5,34.99,14.0,0.05,166.2,70.0,96.2,0.5788
ORD-00100,2025-12-10,CUST-0128,West,Electronics,Bluetooth Speaker,2,59.99,31.0,0.15,101.98,62.0,39.98,0.3921
ORD-00605,2025-12-11,CUST-0219,Midwest,Beauty,Makeup Organizer,2,24.99,9.0,0.05,47.48,18.0,29.48,0.6209
ORD-00012,2025-12-11,CUST-0014,South,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00457,2025-12-11,CUST-0032,Midwest,Beauty,Body Care Set,2,29.99,11.0,0.1,53.98,22.0,31.98,0.5925
ORD-00347,2025-12-11,CUST-0052,Northeast,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00625,2025-12-12,CUST-0137,South,Home,Desk Lamp,1,34.99,16.0,0.0,34.99,16.0,18.99,0.5427
ORD-00293,2025-12-12,CUST-0053,Northeast,Fitness,Resistance Bands,1,24.99,8.0,0.0,24.99,8.0,16.99,0.6799
ORD-00388,2025-12-13,CUST-0029,Midwest,Beauty,Skincare Set,2,54.99,22.0,0.0,109.98,44.0,65.98,0.5999
ORD-00178,2025-12-13,CUST-0208,West,Fitness,Foam Roller,4,29.99,12.0,0.0,119.96,48.0,71.96,0.5999
